id1,Фокачча,С прованскими травами,300
id2,Маргарита,С прованскими травами,420
id3,Четыре сыра,С прованскими травами,520
id4,Угорь,С прованскими травами,650
id5,Страчателла/томаты,С прованскими травами,600
id6,Груша/горгонзола,С прованскими травами,530
id7,Прошутто/томаты,С прованскими травами,580
id8,Чоризо/томаты,С прованскими травами,600
